,BusDesc,B1_PER_SUB_TYPE,DBA,Business_Location,add,add_num,street,new_name,alcohol
900,RESIDENTIAL RENTAL-6 UNITS,Rental of Real Property,1534 HARMON ST LLC,"1534 HARMON ST
BERKELEY, CA 94703
(37.848705993, -122.276500958)",1534 HARMON ST,1534,HARMONST,1534HARMONSTLLC,False
901,RENTAL PROPERTY - BOARDING,Rental of Real Property,2401 PIEDMONT LLC,"2401 PIEDMONT AVE
BERKELEY, CA 94704
(37.867478019, -122.251460022)",2401 PIEDMONT AVE,2401,PIEDMONTAVE,2401PIEDMONTLLC,False
902,CREDIT UNION,Non Profit Organizations,1ST UNITED CREDIT UNION,"2175 MILVIA ST
BERKELEY, CA 94704
(37.869745995, -122.270245963)",2175 MILVIA ST,2175,MILVIAST,1STUNITEDCREDITUNION,False
904,"INTERPRETER. TRANSLATOR. MEDICAL, LEGAL",Professional SemiProfessional,CONTIS-PAPASSOTIRIOU LEDA,"1931 PARKER ST
BERKELEY, CA 94704
(37.861978988, -122.270164994)",1931 PARKER ST,1931,PARKERST,CONTISPAPASSOTIRIOULEDA,False
905,"FABRIC, CLOTHING STORE",Retail Trade,AHLISHAN COLLECTION,"1085 UNIVERSITY AVE
BERKELEY, CA 94710
(37.869381005, -122.292677025)",1085 UNIVERSITY AVE,1085,UNIVERSITYAVE,AHLISHANCOLLECTION,False
906,RESIDENTIAL RENTAL 17 ROOMS,Rental of Real Property,DWIGHT WAY APARTMENTS,"2640 DWIGHT WAY
BERKELEY, CA 94704
(37.865341011, -122.254662999)",2640 DWIGHT WAY,2640,DWIGHTWAY,DWIGHTWAYAPARTMENTS,False
908,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,4TH STREET HOLDINGS LLC,"1789 FOURTH ST
BERKELEY, CA 94710
(37.870462019, -122.300468004)",1789 FOURTH ST,1789,FOURTHST,4THSTREETHOLDINGSLLC,False
911,MANUFACTURE CUSTOM GUITARS,Manufacturing,LA CUERDA LLC,"650 UNIVERSITY AVE 7
BERKELEY, CA 94710
(37.866952013, -122.301216005)",650 UNIVERSITY AVE 7,650,UNIVERSITYAVE,LACUERDALLC,False
912,BAKERY,Retail Trade,YEAR OF THE SNAKE,"2701 EIGHTH ST 114
BERKELEY, CA 94710
(37.85698702, -122.291515964)",2701 EIGHTH ST 114,2701,EIGHTHST,YEAROFTHESNAKE,False
914,COACHING & CRANIOSACRAL THERAPY - FACILITATION & EDUCATION,Professional SemiProfessional,ANDERSON CATHARINE BROOK,"1755 BERKELEY WAY
BERKELEY, CA 94703
(37.872425983, -122.275672994)",1755 BERKELEY WAY,1755,BERKELEYWAY,ANDERSONCATHARINEBROOK,False
915,SEMINAR PROVIDER & INTERNET SALES,Professional SemiProfessional,P E A R,"2916 BENVENUE AVE
BERKELEY, CA 94705
(37.857596007, -122.254730976)",2916 BENVENUE AVE,2916,BENVENUEAVE,PEAR,False
916,INFORMATION & EDUCATION ON THE HEARING VOICES MOVEMENT,Non Profit Organizations,BAY AREA HEARING VOICES NETWORK,"1012 JONES ST
BERKELEY, CA 94710
(37.875884021, -122.296072032)",1012 JONES ST,1012,JONESST,BAYAREAHEARINGVOICESNETWORK,False
917,VEHICLE SERVICE & PARTS SALES,Business Personal Repair Svs,BERKELEY HONDA AUTOCENTER,"2777 SHATTUCK AVE
BERKELEY, CA 94705
(37.858976004, -122.266649959)",2777 SHATTUCK AVE,2777,SHATTUCKAVE,BERKELEYHONDAAUTOCENTER,False
918,RESTAURANT,Retail Trade,BERKELEY CITY CLUB,"2315 DURANT AVE
BERKELEY, CA 94704
(37.867681993, -122.262297991)",2315 DURANT AVE,2315,DURANTAVE,BERKELEYCITYCLUB,True
920,RENTAL PROPERTY - TRIPLEX,Rental of Real Property,TAYLOR JOHN W,"1910 OREGON ST
BERKELEY, CA 94703
(37.856915983, -122.271103013)",1910 OREGON ST,1910,OREGONST,TAYLORJOHNW,False
922,HISTORICAL SOCIETY,Non Profit Organizations,BERKELEY HISTORICAL SOCIETY,"1931 CENTER ST
BERKELEY, CA 94704
(37.870088982, -122.271783036)",1931 CENTER ST,1931,CENTERST,BERKELEYHISTORICALSOCIETY,False
923,CONVENTION PROMOTIONS,Entertainment Recreation,NEWMAN MARC,"2039 SHATTUCK AVE 307
BERKELEY, CA 94704
(37.871441989, -122.267445988)",2039 SHATTUCK AVE 307,2039,SHATTUCKAVE,NEWMANMARC,False
924,COMMERCIAL RENTAL - OFFICE BUILDING,Rental of Real Property,WHITE WEST PROPERTIES,"1831 SECOND ST
BERKELEY, CA 94710
(37.868650019, -122.302398021)",1831 SECOND ST,1831,SECONDST,WHITEWESTPROPERTIES,False
925,RESIDENTIAL RENTAL PROPERTY - 4 UNITS,Rental of Real Property,UKAI HARRIET,"2330 EIGHTH ST
BERKELEY, CA 94710
(37.862795008, -122.294115025)",2330 EIGHTH ST,2330,EIGHTHST,UKAIHARRIET,False
926,"ONLINE SALES - BOOKS, MEDIA & ELECTRONICS",Retail Trade,VALUE VENDOR,"1589 UNIVERSITY AVE 5
BERKELEY, CA 94703
(37.870903997, -122.280510022)",1589 UNIVERSITY AVE 5,1589,UNIVERSITYAVE,VALUEVENDOR,False
928,MEDICAL OFFICE FOR DOCTOR OF ACUPUNCTURE & ORIENTAL MEDICINE,Professional SemiProfessional,RITUAL HEALTH,"1508 WALNUT ST D
BERKELEY, CA 94709
(37.879898994, -122.268465982)",1508 WALNUT ST D,1508,WALNUTSTD,RITUALHEALTH,False
929,RENTAL PROPERTY,Rental of Real Property,ANHTUYET DOAN NGUYEN,"2620 REGENT ST
BERKELEY, CA 94704
(37.862638015, -122.257880979)",2620 REGENT ST,2620,REGENTST,ANHTUYETDOANNGUYEN,False
930,RESIDENTIAL RENTAL 4-UNITS,Rental of Real Property,CHU WAI TAT & ZHU WEI MING,"1530 UNIVERSITY AVE
BERKELEY, CA 94703
(37.870237007, -122.280546987)",1530 UNIVERSITY AVE,1530,UNIVERSITYAVE,CHUWAITATZHUWEIMING,False
931,"JEWELRY, CLOTHING & ART",Retail Trade,KATHMANDU IMPORTS INC,"2515 TELEGRAPH AVE
BERKELEY, CA 94704
(37.864729007, -122.258123971)",2515 TELEGRAPH AVE,2515,TELEGRAPHAVE,KATHMANDUIMPORTS,False
933,RESIDENTIAL RENTAL 13 UNITS,Rental of Real Property,BAHME PARTNERSHIP,"340 PANORAMIC WAY
BERKELEY, TX 94704
(37.869117017, -122.245356991)",340 PANORAMIC WAY,340,PANORAMICWAY,BAHMEPARTNERSHIP,False
934,ONLINE SPIRITUAL ADVISING,Professional SemiProfessional,BRAVEHEART ADVISING,"745 WOODHAVEN RD
BERKELEY, CA 94708
(37.89866398, -122.25789196)",745 WOODHAVEN RD,745,WOODHAVENRD,BRAVEHEARTADVISING,False
935,RESIDENTIAL RENTAL - 5 UNITS,Rental of Real Property,GIES JOHN,"2418 PRINCE ST
BERKELEY, CA 94705
(37.853600019, -122.259048998)",2418 PRINCE ST,2418,PRINCEST,GIESJOHN,False
936,VIDEO GAME DEVELOPMENT STUDIO - WORK FOR HIRE,Professional SemiProfessional,PARADOX TECTONIC LLC,"2001 ADDISON ST 300
BERKELEY, CA 94704
(37.871179007, -122.270358029)",2001 ADDISON ST 300,2001,ADDISONST,PARADOXTECTONICLLC,False
937,MEDICAL IMAGING,Professional SemiProfessional,PET/CT IMAGING OF BERKELEY,"2855 TELEGRAPH AVE 100
BERKELEY, CA 94705
(37.858197995, -122.258932992)",2855 TELEGRAPH AVE 100,2855,TELEGRAPHAVE,PETCTIMAGINGOFBERKELEY,False
938,PSYCHOTHERAPY VIA TELEHEALTH (NO IN-PERSON VISITS),Professional SemiProfessional,HANNA GOERICKE THERAPY,"1545 POSEN AVE
BERKELEY, CA 94706
(37.885294006, -122.282275)",1545 POSEN AVE,1545,POSENAVE,HANNAGOERICKETHERAPY,False
940,FISH MARKET,Grocer,TOKYO FISH MARKET,"1220 SAN PABLO AVE
BERKELEY, CA 94706
(37.881478019, -122.296428011)",1220 SAN PABLO AVE,1220,SANPABLOAVE,TOKYOFISHMARKET,True
941,RESIDENTIAL RENTAL 18 UNITS,Rental of Real Property,YOUNG LOP CHO,"1743 BERKELEY WAY
BERKELEY, CA 94703
(37.872425983, -122.275672994)",1743 BERKELEY WAY,1743,BERKELEYWAY,YOUNGLOPCHO,False
942,"FRESH PASTA, RAVIOLI, SAUCES, BREAD AND PASTRIES",Retail Trade,THE PHOENIX PASTIFICIO GROUP,"1250 ADDISON ST 109
BERKELEY, CA 94702
(37.86836801, -122.286962998)",1250 ADDISON ST 109,1250,ADDISONST,THEPHOENIXPASTIFICIOGROUP,False
943,RESIDENTIAL RENTAL - 3 UNITS,Rental of Real Property,"WOLTERBEEK, SYLVIA M ETAL","2520 ETNA ST
BERKELEY, CA 94704
(37.864787009, -122.252915037)",2520 ETNA ST,2520,ETNAST,WOLTERBEEKSYLVIAMETAL,False
945,COMMERCIAL RENTAL,Rental of Real Property,JOSEPH FAHMIE PROPERTIES LLC,"898 THE ALAMEDA
BERKELEY, CA 94707
(37.891694008, -122.277444006)",898 THE ALAMEDA,898,THEALAMEDA,JOSEPHFAHMIEPROPERTIESLLC,False
949,RENTAL PROPERTY,Rental of Real Property,AQUARIUS TWINS INC,"2117 KITTREDGE ST
BERKELEY, CA 94704
(37.868844018, -122.266900997)",2117 KITTREDGE ST,2117,KITTREDGEST,AQUARIUSTWINS,False
951,ADHD TREATMENT AND PHYSICAL EXAMS FOR PILOTS AND SPORTS,Professional SemiProfessional,DR SHANDI J FULLER MD,"1918 BONITA AVE
BERKELEY, CA 94704
(37.872779992, -122.272194001)",1918 BONITA AVE,1918,BONITAAVE,DRSHANDIJFULLERMD,False
952,LAW PRACTICE - PROVIDING LEGAL REPRESENTATION,Professional SemiProfessional,JACOBSON EDUCATION LAW,"1919 ADDISON ST 105
BERKELEY, CA 94704
(37.871200004, -122.271912034)",1919 ADDISON ST 105,1919,ADDISONST,JACOBSONEDUCATIONLAW,False
953,RENTAL PROPERTY/3 UNITS,Rental of Real Property,KELLANDER FREDRICK,"2434 STUART ST
BERKELEY, CA 94705
(37.859511021, -122.257690962)",2434 STUART ST,2434,STUARTST,KELLANDERFREDRICK,False
954,RESIDENTIAL RENTALS (10 UNITS),Rental of Real Property,ROMAX 2 LLC,"968 ADDISON ST
BERKELEY, CA 94710
(37.867097984, -122.294672002)",968 ADDISON ST,968,ADDISONST,ROMAX2LLC,False
955,WINE IMPORTER & DISTRIBUTOR,Wholesale Trade,FLORAISON SELECTIONS,"1901 MCGEE AVE
BERKELEY, CA 94703
(37.872627987, -122.277502009)",1901 MCGEE AVE,1901,MCGEEAVE,FLORAISONSELECTIONS,False
956,NAILS SALON,Business Personal Repair Svs,GOLDEN NAILS AND SPA,"1303 SAN PABLO AVE
BERKELEY, CA 94702
(37.880404004, -122.295481024)",1303 SAN PABLO AVE,1303,SANPABLOAVE,GOLDENNAILSANDSPA,False
957,BEVERAGE IMPORTER-MANUFACTURE-BOTTLER,Manufacturing,EL SUR SPIRITS CO.,"2821 CHERRY ST
BERKELEY, CA 94705
(37.859148, -122.252003002)",2821 CHERRY ST,2821,CHERRYST,ELSURSPIRITSCO,False
961,QUICK-SERVICE RESTAURANT,Retail Trade,PHONAMENON MANAGEMENT GROUP LLC,"2334 TELEGRAPH AVE
BERKELEY, CA 94704
(37.868055994, -122.259335994)",2334 TELEGRAPH AVE,2334,TELEGRAPHAVE,PHONAMENONMANAGEMENTGROUPLLC,False
962,RESIDENTIAL RENTAL - 3 UNITS,Rental of Real Property,CERTIFIED TRUE INVESTMENTS,"1626 RUSSELL ST
BERKELEY, CA 94703
(37.855177996, -122.275946998)",1626 RUSSELL ST,1626,RUSSELLST,CERTIFIEDTRUEINVESTMENTS,False
964,PROVISION OF HOME CARE PHYSICAL REHABILITATION SERVICES,Professional SemiProfessional,SUSAN JOHNSON,"1322 SANTA FE AVE
BERKELEY, CA 94702
(37.880455008, -122.291523005)",1322 SANTA FE AVE,1322,SANTAFEAVE,SUSANJOHNSON,False
965,ROOMING HOUSE,Non Profit Organizations,UNIVERSITY STUDENTS' COOP,"2601 PARKER ST
BERKELEY, CA 94704
(37.863607005, -122.256090018)",2601 PARKER ST,2601,PARKERST,UNIVERSITYSTUDENTSCOOP,False
967,PHYSICAL AND PUZZLE CHALLENGES TO PROMOTE COOPERATION AND DETERMINATION,Entertainment Recreation,GAME ON,"1235 TENTH ST
BERKELEY, CA 94710
(37.881190017, -122.296927991)",1235 TENTH ST,1235,TENTHST,GAMEON,True
969,MULTI-RESIDENTIAL APARTMENT BLDG,Rental of Real Property,1626 & 1654 DWIGHT WAY LLC,"1626 DWIGHT WAY
BERKELEY, CA 94703
(37.862394982, -122.277690015)",1626 DWIGHT WAY,1626,DWIGHTWAY,16261654DWIGHTWAYLLC,False
971,VINTAGE CLOTHING STORE / SHARED WITH HAIR SALON,Retail Trade,DUNBAR SARAH,"2981 COLLEGE AVE
BERKELEY, CA 94705
(37.856548018, -122.252802971)",2981 COLLEGE AVE,2981,COLLEGEAVE,DUNBARSARAH,False
972,CONSUMER ELECTRONICS REPAIR,Business Personal Repair Svs,IRESURRECT REPAIRS LLC,"2387 TELEGRAPH AVE
BERKELEY, CA 94704
(37.867219983, -122.258611965)",2387 TELEGRAPH AVE,2387,TELEGRAPHAVE,IRESURRECTREPAIRSLLC,False
973,PSYCHOTHERAPY - TELEHEALTH ONLY,Professional SemiProfessional,TSAI KE,"2724 GARBER ST B
BERKELEY, CA 94705
(37.86053399, -122.25216997)",2724 GARBER ST B,2724,GARBERSTB,TSAIKE,False
974,ADMIN HEADQUARTERS,Administrative Headquarters,PANDORA'S BOOKS INC,"726 ADDISON ST
BERKELEY, CA 94710
(37.866104016, -122.299193033)",726 ADDISON ST,726,ADDISONST,PANDORASBOOKS,False
975,RESIDENTIAL RENTAL - 3 UNITS,Rental of Real Property,PERTSCHUK CARLEEN,"2235 CALIFORNIA ST
BERKELEY, CA 94703
(37.866679015, -122.278977978)",2235 CALIFORNIA ST,2235,CALIFORNIAST,PERTSCHUKCARLEEN,False
976,RESTAURANT,Retail Trade,IB'S,"2513 DURANT AVE
BERKELEY, CA 94704
(37.868047989, -122.258504006)",2513 DURANT AVE,2513,DURANTAVE,IBS,False
977,REFERENCE LABORATORY,Professional SemiProfessional,MACHAON DIAGNOSTICS INC,"2023 EIGHTH ST
BERKELEY, CA 94710
(37.867473996, -122.294928991)",2023 EIGHTH ST,2023,EIGHTHST,MACHAONDIAGNOSTICS,False
978,RES RENTAL PROPERTY - 4 UNITS,Rental of Real Property,KUEHLMANN ANDREAS,"3216 BAKER ST
BERKELEY, CA 94702
(37.849365984, -122.280293015)",3216 BAKER ST,3216,BAKERST,KUEHLMANNANDREAS,False
981,OLIVE OIL & VINEGAR SPECIALTY STORE,Retail Trade,AMPHORA BERKELEY,"2928 DOMINGO AVE
BERKELEY, CA 94705
(37.858326993, -122.244123007)",2928 DOMINGO AVE,2928,DOMINGOAVE,AMPHORABERKELEY,False
983,INTERPRETER & TRANSLATOR,Professional SemiProfessional,ABELLO ELIZABETH,"1608 FRANCISCO ST
BERKELEY, CA 94703
(37.874128012, -122.279716005)",1608 FRANCISCO ST,1608,FRANCISCOST,ABELLOELIZABETH,False
984,RENTAL OF 5 OR MORE DWELLING UNITS,Rental of Real Property,JIANHONG KUANG QI J TRAN,"1522 OXFORD ST
BERKELEY, CA 94709
(37.879488993, -122.267307016)",1522 OXFORD ST,1522,OXFORDST,JIANHONGKUANGQIJTRAN,False
986,INTERNET SALES,Retail Trade,COUNTRY JOE'S COUNTY STORE,"1940 YOLO AVE
BERKELEY, CA 94707
(37.885511014, -122.272885005)",1940 YOLO AVE,1940,YOLOAVE,COUNTRYJOESCOUNTYSTORE,False
989,RENTAL PROPERTY - 9 UNITS,Rental of Real Property,CHUA CONSTANTINO & M & A,"2624 SACRAMENTO ST
BERKELEY, CA 94702
(37.859824001, -122.280657963)",2624 SACRAMENTO ST,2624,SACRAMENTOST,CHUACONSTANTINOMA,False
991,RESIDENTIAL RENTAL - TIC (5 UNITS),Rental of Real Property,HOSKOTE S K & S TRUST,"1420 ALCATRAZ AVE
BERKELEY, CA 94702
(37.84759099, -122.278519991)",1420 ALCATRAZ AVE,1420,ALCATRAZAVE,HOSKOTESKSTRUST,False
992,CONSULTING,Professional SemiProfessional,CENTER FOR COMMUNITY FUTURES,"612 BANCROFT WAY
BERKELEY, CA 94710
(37.862676948, -122.300067608)",612 BANCROFT WAY,612,BANCROFTWAY,CENTERFORCOMMUNITYFUTURES,False
994,COPY CENTER,Business Personal Repair Svs,ELMWOOD COPY AND PRINTING,"2980 COLLEGE AVE 2
BERKELEY, CA 94705
(37.856533014, -122.253351986)",2980 COLLEGE AVE 2,2980,COLLEGEAVE,ELMWOODCOPYANDPRINTING,False
997,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,RUPPRECHT NANCY,"823 GILMAN ST
BERKELEY, CA 94710
(37.879616985, -122.301698971)",823 GILMAN ST,823,GILMANST,RUPPRECHTNANCY,False
999,GAS/GROCERY,Retail Trade,CAMPUS MINI MART/GAS STATION,"2200 DURANT AVE
BERKELEY, CA 94704
(37.866678009, -122.265406001)",2200 DURANT AVE,2200,DURANTAVE,CAMPUSMINIMARTGASSTATION,False
1000,BEAUTY SALON,Business Personal Repair Svs,VIBRANT NAILS AND LASHES,"2836 COLLEGE AVE
BERKELEY, CA 94705
(37.858744998, -122.25347696)",2836 COLLEGE AVE,2836,COLLEGEAVE,VIBRANTNAILSANDLASHES,False
1001,CHECK CASHING,Professional SemiProfessional,CHECK CENTER,"2005 SAN PABLO AVE
BERKELEY, CA 94702
(37.868935004, -122.291740012)",2005 SAN PABLO AVE,2005,SANPABLOAVE,CHECKCENTER,False
1002,RESTAURANT,Retail Trade,CREPES A GO GO,"2055 CENTER ST A
BERKELEY, CA 94704
(37.870425013, -122.269324037)",2055 CENTER ST A,2055,CENTERSTA,CREPESAGOGO,False
1005,FLOWER SHOP,Retail Trade,ASHBY FLOWERS,"3000 TELEGRAPH AVE
BERKELEY, CA 94705
(37.855469015, -122.260153984)",3000 TELEGRAPH AVE,3000,TELEGRAPHAVE,ASHBYFLOWERS,False
1006,ARCHITECT,Professional SemiProfessional,DUTTA-CHOUDHURY DEVI,"BERKELEY, CA 94710
(37.8688863, -122.2968579)","BERKELEY, CA 94710","BERKELEY,","BERKELEY,CA",DUTTACHOUDHURYDEVI,False
1007,RESIDENTIAL PROPERTY RENTAL 5 UNITS,Rental of Real Property,FENDEL CRAIG C,"2709 ALCATRAZ AVE
BERKELEY, CA 94705
(37.851570005, -122.252092018)",2709 ALCATRAZ AVE,2709,ALCATRAZAVE,FENDELCRAIGC,False
1008,FUEL DOCK/BOAT REPAIR/BERTHS,Business Personal Repair Svs,BERKELEY MARINE CENTER,"1 SPINNAKER WAY
BERKELEY, CA 94710
(37.859568017, -122.327099993)",1 SPINNAKER WAY,1,SPINNAKERWAY,BERKELEYMARINECENTER,False
1010,RESIDENTIAL RENTAL - 6 UNITS,Rental of Real Property,CHIN KENNETH & CAROL,"1903 TENTH ST
BERKELEY, CA 94710
(37.870044013, -122.293490992)",1903 TENTH ST,1903,TENTHST,CHINKENNETHCAROL,False
1011,COSMETOLOGY,Business Personal Repair Svs,VIVEUR,"1662 SHATTUCK AVE
BERKELEY, CA 94709
(37.877146, -122.269238039)",1662 SHATTUCK AVE,1662,SHATTUCKAVE,VIVEUR,False
1012,RENTAL PROPERTY,Rental of Real Property,"MEIER, CHARLES OR FRIEDMAN, SH","800 CHANNING WAY
BERKELEY, CA 94710
(37.861382993, -122.296591961)",800 CHANNING WAY,800,CHANNINGWAY,MEIERCHARLESORFRIEDMANSH,False
1013,DESIGN,Professional SemiProfessional,CIRCO LABS,"740 EUCLID AVE
BERKELEY, CA 94708
(37.897224011, -122.266876019)",740 EUCLID AVE,740,EUCLIDAVE,CIRCOLABS,False
1014,PERIODONTIC OFFICE,Professional SemiProfessional,CHERTOK KEITH R DDS,"2620 ASHBY AVE
BERKELEY, CA 94705
(37.856649984, -122.254546994)",2620 ASHBY AVE,2620,ASHBYAVE,CHERTOKKEITHRDDS,False
1015,PSYCHOTHERAPY,Professional SemiProfessional,BURSTEIN JONATHAN,"3120 TELEGRAPH AVE 11
BERKELEY, CA 94705
(37.853085998, -122.26055598)",3120 TELEGRAPH AVE 11,3120,TELEGRAPHAVE,BURSTEINJONATHAN,False
1018,RESIDENTIAL RENTAL PROPERTY 14 UNITS,Rental of Real Property,DAVID ARNOLD FAMILY 1989 REVOCABLE TRUST,"2932 ADELINE ST
BERKELEY, CA 94703
(37.855385993, -122.269437025)",2932 ADELINE ST,2932,ADELINEST,DAVIDARNOLDFAMILY1989REVOCABLETRUST,False
1019,FOOTWEAR,Retail Trade,BOWS & ARROWS,"2513 TELEGRAPH AVE
BERKELEY, CA 94704
(37.864863997, -122.258244)",2513 TELEGRAPH AVE,2513,TELEGRAPHAVE,BOWSARROWS,False
1020,RENTAL - COMM & OFFICE/RES (4 UNITS),Rental of Real Property,GILMAN-NEILSON LLC,"1308 GILMAN ST
BERKELEY, CA 94706
(37.881181006, -122.289625007)",1308 GILMAN ST,1308,GILMANST,GILMANNEILSONLLC,False
1021,GRAPHIC DESIGN,Professional SemiProfessional,SOPHIE ASCHWANDEN DESIGN,"2826 KELSEY ST
BERKELEY, CA 94705
(37.859014016, -122.250450003)",2826 KELSEY ST,2826,KELSEYST,SOPHIEASCHWANDENDESIGN,False
1023,DANCE & FITNESS INSTRUCTION & EVENT SPACE & THEATRE,Entertainment Recreation,FLUX VERTICAL THEATRE LLC,"811 UNIVERSITY AVE
BERKELEY, CA 94710
(37.868352001, -122.298174967)",811 UNIVERSITY AVE,811,UNIVERSITYAVE,FLUXVERTICALTHEATRELLC,False
1026,DOG WALK & PET CARE,Business Personal Repair Svs,MOSS KATHY LYNN,"2120 LOS ANGELES AVE
BERKELEY, CA 94707
(37.889007986, -122.268576036)",2120 LOS ANGELES AVE,2120,LOSANGELESAVE,MOSSKATHYLYNN,False
1027,POTTERY - CERAMICS,Manufacturing,EMORI MARI,"731 JONES ST
BERKELEY, CA 94710
(37.875137989, -122.301806008)",731 JONES ST,731,JONESST,EMORIMARI,False
1029,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,CONANT MICHAEL & SILVIA,"1307 UNIVERSITY AVE
BERKELEY, CA 94702
(37.870133993, -122.286237964)",1307 UNIVERSITY AVE,1307,UNIVERSITYAVE,CONANTMICHAELSILVIA,False
1031,RENTAL PROPERTY-66 UNITS,Rental of Real Property,HILLEGASS TERRACE LLC,"2530 HILLEGASS AVE
BERKELEY, CA 94704
(37.864184979, -122.256749003)",2530 HILLEGASS AVE,2530,HILLEGASSAVE,HILLEGASSTERRACELLC,False
1032,FINANCIAL CONSULTING,Professional SemiProfessional,CAPLUS CONSULTING INC,"3132 LEWISTON AVE
BERKELEY, CA 94705
(37.852732995, -122.251861013)",3132 LEWISTON AVE,3132,LEWISTONAVE,CAPLUSCONSULTING,False
1034,AUTO REPAIR,Business Personal Repair Svs,PATTI'S AUTO CARE LLC,"2285 SAN PABLO AVE
BERKELEY, CA 94702
(37.864928999, -122.290353981)",2285 SAN PABLO AVE,2285,SANPABLOAVE,PATTISAUTOCARELLC,False
1035,MANAGEMENT TRAINING & TEAM BUILDING CONSULTANT,Professional SemiProfessional,ADVENTURE ASSOCIATES INC,"1030 MERCED ST
BERKELEY, CA 94707
(37.887798016, -122.279929995)",1030 MERCED ST,1030,MERCEDST,ADVENTUREASSOCIATES,False
1037,COACHING & CONSULTING,Professional SemiProfessional,FEATHERSHIP,"2725 PRINCE ST 9
BERKELEY, CA 94705
(37.855165004, -122.25170402)",2725 PRINCE ST 9,2725,PRINCEST,FEATHERSHIP,False
1040,RESIDENTIAL RENTAL 3 UNITS,Rental of Real Property,GREEN DEBORAH,"2100 MCKINLEY AVE
BERKELEY, CA 94703
(37.870243, -122.274219991)",2100 MCKINLEY AVE,2100,MCKINLEYAVE,GREENDEBORAH,False
1041,ADMIN OFFICE FOR PERFORMING VIOLINISTS,Professional SemiProfessional,MANNING MUSIC AND ARTS,"758 GILMAN ST
BERKELEY, CA 94710
(37.878277012, -122.303877008)",758 GILMAN ST,758,GILMANST,MANNINGMUSICANDARTS,False
1042,INSURANCE AGENT,Non Profit Organizations,STATE FARM INSURANCE,"2980 COLLEGE AVE 1
BERKELEY, CA 94705
(37.856533014, -122.253351986)",2980 COLLEGE AVE 1,2980,COLLEGEAVE,STATEFARMINSURANCE,False
1045,RES RENTAL PROPERTY/20 UNITS,Rental of Real Property,WARRING APTS/CRANE & GAMBLE,"2851 DWIGHT WAY
BERKELEY, CA 94704
(37.866127988, -122.250151021)",2851 DWIGHT WAY,2851,DWIGHTWAY,WARRINGAPTSCRANEGAMBLE,False
1046,AUDIO TECHNOLOGY COMPANY,Professional SemiProfessional,GAUDIO LAB INC,"2120 UNIVERSITY AVE
BERKELEY, CA 94704
(37.871982999, -122.26750902)",2120 UNIVERSITY AVE,2120,UNIVERSITYAVE,GAUDIOLAB,False
1047,"ARCHITECTURE, DESIGN & CONSULTING",Professional SemiProfessional,TURNBULL GRIFFIN HAESLOOP,"2725 ELMWOOD AVE
BERKELEY, CA 94705
(37.857067989, -122.251921027)",2725 ELMWOOD AVE,2725,ELMWOODAVE,TURNBULLGRIFFINHAESLOOP,False
1048,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,MOHAMED ALI K & FATMA MOHAMED,"2842 SACRAMENTO ST
BERKELEY, CA 94702
(37.856097993, -122.279899988)",2842 SACRAMENTO ST,2842,SACRAMENTOST,MOHAMEDALIKFATMAMOHAMED,False
1049,PSYCHOTHERAPY,Professional SemiProfessional,WILLIAMS SUSAN MA MFT,"3120 TELEGRAPH AVE 12
BERKELEY, CA 94705
(37.853085998, -122.26055598)",3120 TELEGRAPH AVE 12,3120,TELEGRAPHAVE,WILLIAMSSUSANMAMFT,False
1051,RESIDENTIAL RENTAL - 2 UNITS,Rental of Real Property,BLAZEJ LUCIAN,"1407 CHANNING WAY
BERKELEY, CA 94702
(37.864002002, -122.282876988)",1407 CHANNING WAY,1407,CHANNINGWAY,BLAZEJLUCIAN,False
1052,BUSINESS CONSULTING SERVICES,Professional SemiProfessional,NEWFINTECH ADVISORS,"1003 CRAGMONT AVE
BERKELEY, CA 94708
(37.891089003, -122.265556037)",1003 CRAGMONT AVE,1003,CRAGMONTAVE,NEWFINTECHADVISORS,False
1053,RESIDENTIAL RENTALS 4 UNITS,Rental of Real Property,GWENDOLYN MCCLURE TRUSTEE FOR ROY & CHESTER WILLIAMS,"1430 HARMON ST
BERKELEY, NC 94702
(37.848549, -122.278414966)",1430 HARMON ST,1430,HARMONST,GWENDOLYNMCCLURETRUSTEEFORROYCHESTERWILLIAMS,False
1054,RENTAL RESIDENTIAL 5 UNITS,Rental of Real Property,LEE HONSON,"2669 VIRGINIA ST
BERKELEY, CA 94709
(37.878399011, -122.257620973)",2669 VIRGINIA ST,2669,VIRGINIAST,LEEHONSON,False
1055,POTTERY,Manufacturing,LAW MARY M POTTERY,"1421 FIFTH ST
BERKELEY, CA 94710
(37.87668202, -122.301327988)",1421 FIFTH ST,1421,FIFTHST,LAWMARYMPOTTERY,False
1057,CATERING,Retail Trade,ANN'S CATERING,"2922 DOMINGO AVE
BERKELEY, CA 94705
(37.858562985, -122.244152009)",2922 DOMINGO AVE,2922,DOMINGOAVE,ANNSCATERING,True
